Family,Certainty level for identification,Code(Cliff),Genus,Species,Block (B means Block),Site gr (grass) or cc (cover crop),Plot,Subplot,OrderNo,Date,CoverPerc,Soil,Rock,Wood,Litter,StandingDead,Water,Lichen,Moss,OtherNonVascular,Scat,CameraID,Code(Dan),Comments,Site,Corner,Location,Year,Month,Day,Height>3m,Status,Cluster,MorphospeciesID,TaxonID,Collected,Authority
Aste,ToSpp,PecPro,Pectis,prostrata,B01,cc,B01cc,40.3.10,_06,2-Mar-20,NA,,,,,,,,,,,,pec.pro,,40,NW,VF,2020,3,2,,,,,,,
Aste,ToSpp,BidAlb,Bidens,alba,B01,cc,B01cc,40.3.10,_07,2-Mar-20,NA,,,,,,,,,,,,bid.alb,,40,NW,VF,2020,3,2,,,,,,,
Faba,ToSpp,DesTor,Desmodium,tortuosum,B01,cc,B01cc,40.3.10,_08,2-Mar-20,NA,,,,,,,,,,,,des.tor,,40,NW,VF,2020,3,2,,,,,,,
Aste,fSbFm,NA,Aste(Crass/Erec),NA,B01,cc,B01cc,40.3.10,_09,2-Mar-20,NA,,,,,,,,,,,,NA,,40,NW,VF,2020,3,2,,,,,,,
Bras,ToSpp,LepVir,Lepidium,virginicum,B01,cc,B01cc,40_100,_01,2-Mar-20,NA,,,,,,,,,,,,lep.vir,,40,NW,VF,2020,3,2,,,,,,,
Poac,ToSpp,CenEch,Cenchrus,echinatus,B01,cc,B01cc,40_100,_02,2-Mar-20,NA,,,,,,,,,,,,cen.ech,,40,NW,VF,2020,3,2,,,,,,,
Aste,ToSpp,SonOle,Sonchus,oleraceus,B01,cc,B01cc,40_100,_03,2-Mar-20,NA,,,,,,,,,,,,NA,,40,NW,VF,2020,3,2,,,,,,,
Phyl,ToSpp,PhyAma,Phyllanthus ,amarus,B01,cc,B01cc,40_100,_04,2-Mar-20,NA,,,,,,,,,,,,phy.ama,,40,NW,VF,2020,3,2,,,,,,,
Papa,ToSpp,ArgMex,Argemone,mexicana,B01,cc,B01cc,40_100,_05,2-Mar-20,NA,,,,,,,,,,,,arg.mex,,40,NW,VF,2020,3,2,,,,,,,
Aste,ToSpp,ParHys,Parthenium,hysterophorus,B01,cc,B01cc,40_100,_06,2-Mar-20,NA,,,,,,,,,,,,par.hys,,40,NW,VF,2020,3,2,,,,,,,
Euph,ToSpp,EupHet,Euphorbia,heterophylla,B01,cc,B01cc,40_100,_07,2-Mar-20,NA,,,,,,,,,,,,eup.het,,40,NW,VF,2020,3,2,,,,,,,
Myrs,ToSpp,LysArv,Lysimachia,arvensis,B01,cc,B01cc,40_100,_08,2-Mar-20,NA,,,,,,,,,,,,ana.arv,,40,NW,VF,2020,3,2,,,,,,,
Sola,ToSpp,SolAme,Solanum,americanum,B01,cc,B01cc,40_100,_09,2-Mar-20,NA,,,,,,,,,,,,sol.ame,,40,NW,VF,2020,3,2,,,,,,,
Poac,ToSpp,SetPar,Setaria,parviflora,B01,cc,B01cc,40_100,_10,2-Mar-20,NA,,,,,,,,,,,,set.par,,40,NW,VF,2020,3,2,,,,,,,
Faba,ToSpp,CroJun,Crotalaria,juncea,B01,cc,B01cc,40_100,_11,2-Mar-20,NA,,,,,,,,,,,,cro.jun,,40,NW,VF,2020,3,2,,,,,,,
Nyct,ToSpp,BoeEre,Boerhavia,erecta,B01,cc,B01cc,40_100,_12,2-Mar-20,NA,,,,,,,,,,,,boe.ere,,40,NW,VF,2020,3,2,,,,,,,
Faba,ToSpp,MedLup,Medicago,lupulina,B01,cc,B01cc,41.1.1,_01,2-Mar-20,5,25,45,<1,3,<1,0,0,0,<1,0,7,medi.lup,,41,NE,VF,2020,3,2,,,,,,,
Onag,ToSpp,OenLac,Oenothera,laciniata,B01,cc,B01cc,41.1.1,_02,2-Mar-20,4,,,,,,,,,,,,oen.lac,,41,NE,VF,2020,3,2,,,,,,,
Poac,ToSpp,CenEch,Cenchrus,echinatus,B01,cc,B01cc,41.1.1,_03,2-Mar-20,3,,,,,,,,,,,,cen.ech,,41,NE,VF,2020,3,2,,,,,,,
Poac,ToSpp,DigCil,Digitaria,ciliaris,B01,cc,B01cc,41.1.1,_04,2-Mar-20,1,,,,,,,,,,,,digi.cil,,41,NE,VF,2020,3,2,,,,,,,
Cype,Genus,CypSp.,Cyperus,sp.,B01,cc,B01cc,41.1.1,_05,2-Mar-20,1,,,,,,,,,,,,cyp.sp,,41,NE,VF,2020,3,2,,,,,,,
Poac,ToSpp,SorBic,Sorghum,bicolor,B01,cc,B01cc,41.1.1,_06,2-Mar-20,<1,,,,,,,,,,,,sor.bic,,41,NE,VF,2020,3,2,,,,,,,
Oxal,ToSpp,OxaLat,Oxalis,latifolia,B01,cc,B01cc,41.1.1,_07,2-Mar-20,<1,,,,,,,,,,,,oxa.lat,,41,NE,VF,2020,3,2,,,,,,,
Aste,ToSpp,TriPro,Tridax,procumbens,B01,cc,B01cc,41.1.1,_08,2-Mar-20,1,,,,,,,,,,,,tri.pro,,41,NE,VF,2020,3,2,,,,,,,
Hydr,ToSpp,NamJam,Nama,jamaicensis,B01,cc,B01cc,41.1.1,_09,2-Mar-20,<1,,,,,,,,,,,,nam.jam,,41,NE,VF,2020,3,2,,,,,,,
Aste,ToSpp,EmiFos,Emilia,fosbergii,B01,cc,B01cc,41.1.1,_10,2-Mar-20,<1,,,,,,,,,,,,emi.fos,,41,NE,VF,2020,3,2,,,,,,,
Myrs,ToSpp,LysArv,Lysimachia,arvensis,B01,cc,B01cc,41.1.1,_11,2-Mar-20,2,,,,,,,,,,,,ana.arv,,41,NE,VF,2020,3,2,,,,,,,
Euph,ToSpp,ChaHys,Chamaesyce,hyssopifolia,B01,cc,B01cc,41.1.1,_12,2-Mar-20,<1,,,,,,,,,,,,cha.hys,,41,NE,VF,2020,3,2,,,,,,,
Euph,ToSpp,ChaHir,Chamaesyce,hirta,B01,cc,B01cc,41.1.1,_13,2-Mar-20,<1,,,,,,,,,,,,cha.hir,,41,NE,VF,2020,3,2,,,,,,,
Amar,Genus,AmaSp.,Amaranthus,sp.,B01,cc,B01cc,41.1.1,_14,2-Mar-20,<1,,,,,,,,,,,,ama.sp,,41,NE,VF,2020,3,2,,,,,,,
Nyct,ToSpp,BoeEre,Boerhavia,erecta,B01,cc,B01cc,41.1.1,_15,2-Mar-20,<1,,,,,,,,,,,,boe.ere,,41,NE,VF,2020,3,2,,,,,,,
Phyl,ToSpp,PhyAma,Phyllanthus ,amarus,B01,cc,B01cc,41.1.1,_16,2-Mar-20,<1,,,,,,,,,,,,phy.ama,,41,NE,VF,2020,3,2,,,,,,,
Euph,ToSpp,ChaHyp,Chamaesyce,hypericifolia,B01,cc,B01cc,41.1.1,_17,2-Mar-20,<1,,,,,,,,,,,,cha.hyp,,41,NE,VF,2020,3,2,,,,,,,
Papa,ToSpp,ArgMex,argemone,mexicana,B01,cc,B01cc,41.1.10,_01,2-Mar-20,NA,,,,,,,,,,,,arg.mex,,41,NE,VF,2020,3,2,,,,,,,
Aste,ToSpp,TriPro,Tridax,procumbens,B01,cc,B01cc,41.1.10,_02,2-Mar-20,NA,,,,,,,,,,,,tri.pro,,41,NE,VF,2020,3,2,,,,,,,
Aste,ToSpp,SonOle,Sonchus,oleraceus,B01,cc,B01cc,41.1.10,_03,2-Mar-20,NA,,,,,,,,,,,,NA,,41,NE,VF,2020,3,2,,,,,,,
Poac,ToSpp,PasFim,Paspalum,fimbriatum,B01,cc,B01cc,41.1.10,_04,2-Mar-20,NA,,,,,,,,,,,,pas.fim,,41,NE,VF,2020,3,2,,,,,,,
Faba,ToSpp,CroJun,Crotalaria,juncea,B01,cc,B01cc,41.1.10,_05,2-Mar-20,NA,,,,,,,,,,,,cro.jun,,41,NE,VF,2020,3,2,,,,,,,
Plan,ToSpp,SopHis,Sophronanthe,hispida,B01,cc,B01cc,41.1.10,_06,2-Mar-20,NA,,,,,,,,,,,,sop.his,,41,NE,VF,2020,3,2,,,,,,,
Euph,ToSpp,EupHet,Euphorbia,heterophylla,B01,cc,B01cc,41.1.10,_07,2-Mar-20,NA,,,,,,,,,,,,eup.het,,41,NE,VF,2020,3,2,,,,,,,
Faba,ToSpp,MedLup,Medicago,lupulina,B01,cc,B01cc,41.4.1,_01,2-Mar-20,40,15,30,<1,1,<1,0,0,0,<1,0,8,med.lup,,41,NE,VF,2020,3,2,,,,,,,
Faba,ToSpp,DesTor,Desmodium,tortuosum,B01,cc,B01cc,41.4.1,_02,2-Mar-20,1,,,,,,,,,,,,des.tor,,41,NE,VF,2020,3,2,,,,,,,
Phyl,ToSpp,PhyAma,Phyllanthus ,amarus,B01,cc,B01cc,41.4.1,_03,2-Mar-20,<1,,,,,,,,,,,,phy.ama,,41,NE,VF,2020,3,2,,,,,,,
Oxal,ToSpp,OxaLat,Oxalis,latifolia,B01,cc,B01cc,41.4.1,_04,2-Mar-20,<1,,,,,,,,,,,,oxa.lat,,41,NE,VF,2020,3,2,,,,,,,
Aste,ToSpp,PecPro,Pectis,prostrata,B01,cc,B01cc,41.4.1,_05,2-Mar-20,<1,,,,,,,,,,,,pec.pro,,41,NE,VF,2020,3,2,,,,,,,
Aste,Genus,SonSp.,Sonchus,sp.,B01,cc,B01cc,41.4.1,_06,2-Mar-20,<1,,,,,,,,,,,,son.sp,,41,NE,VF,2020,3,2,,,,,,,
Onag,ToSpp,OenLac,Oenothera,laciniata,B01,cc,B01cc,41.4.1,_07,2-Mar-20,<1,,,,,,,,,,,,oen.lac,,41,NE,VF,2020,3,2,,,,,,,
Poac,ToSpp,DigCil,Digitara,ciliaris,B01,cc,B01cc,41.4.1,_08,2-Mar-20,<1,,,,,,,,,,,,dig.cil,,41,NE,VF,2020,3,2,,,,,,,
Cype,Genus,CypSp.,Cyperus,sp.,B01,cc,B01cc,41.4.1,_09,2-Mar-20,<1,,,,,,,,,,,,cyp.sp,,41,NE,VF,2020,3,2,,,,,,,
Aste,ToSpp,TriPro,Tridax,procumbens,B01,cc,B01cc,41.4.1,_10,2-Mar-20,<1,,,,,,,,,,,,tri.pro,,41,NE,VF,2020,3,2,,,,,,,
Poac,ToSpp,SorBic,Sorghum,bicolor,B01,cc,B01cc,41.4.1,_11,2-Mar-20,<1,,,,,,,,,,,,sor.bic,,41,NE,VF,2020,3,2,,,,,,,
Euph,ToSpp,ChaHir,Chamaesyce,hirta,B01,cc,B01cc,41.4.1,_12,2-Mar-20,<1,,,,,,,,,,,,cha.hir,,41,NE,VF,2020,3,2,,,,,,,
Myrs,ToSpp,LysArv,Lysimachia,arvensis,B01,cc,B01cc,41.4.1,_13,2-Mar-20,<1,,,,,,,,,,,,ana.arv,,41,NE,VF,2020,3,2,,,,,,,
Euph,gSbGn,ChaHyS/P,Chamaesyce,sp.(hys/hyp),B01,cc,B01cc,41.4.1,_14,2-Mar-20,<1,,,,,,,,,,,,cha.hys/hyp,,41,NE,VF,2020,3,2,,,,,,,
Poac,Genus,SetSp.,Setaria,sp.,B01,cc,B01cc,41.4.10,_01,2-Mar-20,NA,,,,,,,,,,,,set.sp,,41,NE,VF,2020,3,2,,,,,,,
Euph,ToSpp,ChaHys,Chamaesyce,hyssopifolia,B01,cc,B01cc,41.4.10,_02,2-Mar-20,NA,,,,,,,,,,,,cham.hys,,41,NE,VF,2020,3,2,,,,,,,
Aste,ToSpp,BidAlb,Bidens,alba,B01,cc,B01cc,41.4.10,_03,2-Mar-20,NA,,,,,,,,,,,,bid.alb,,41,NE,VF,2020,3,2,,,,,,,
Aste,ToSpp,ParHys,Parthenium,hysterophorus,B01,cc,B01cc,41.4.10,_04,2-Mar-20,NA,,,,,,,,,,,,par.hys,,41,NE,VF,2020,3,2,,,,,,,
Aste,fSbFm,NA,Aste(Crass/Erec),NA,B01,cc,B01cc,41.4.10,_05,2-Mar-20,NA,,,,,,,,,,,,NA,,41,NE,VF,2020,3,2,,,,,,,
Euph,ToSpp,ChaHyp,Chamaesyce,hypericifolia,B01,cc,B01cc,41.4.10,_06,2-Mar-20,NA,,,,,,,,,,,,cha.hyp,,41,NE,VF,2020,3,2,,,,,,,
Faba,ToSpp,DesTor,Desmodium,tortuosum,B01,cc,B01cc,41.4.10,_07,2-Mar-20,NA,,,,,,,,,,,,des.tor,,41,NE,VF,2020,3,2,,,,,,,
Rubi,ToSpp,SpeRem,Spermacoce,remota,B01,cc,B01cc,41.4.10,_08,2-Mar-20,NA,,,,,,,,,,,,spe.rem,,41,NE,VF,2020,3,2,,,,,,,
Nyct,ToSpp,BoeEre,Boerhavia,erecta,B01,cc,B01cc,41.4.10,_09,2-Mar-20,NA,,,,,,,,,,,,boe.ere,,41,NE,VF,2020,3,2,,,,,,,
Poac,ToSpp,CenEch,Cenchrus,echinatus,B01,cc,B01cc,41.4.10,_10,2-Mar-20,NA,,,,,,,,,,,,cen.ech,,41,NE,VF,2020,3,2,,,,,,,
Poac,ToSpp,EchCol,Echinochloa,colona,B01,cc,B01cc,41.4.10,_11,2-Mar-20,NA,,,,,,,,,,,,ech.col,,41,NE,VF,2020,3,2,,,,,,,
Bras,ToSpp,LepVir,Lepidium,virginicum,B01,cc,B01cc,41_100,_01,2-Mar-20,NA,,,,,,,,,,,,lep.vir,,41,NE,VF,2020,3,2,,,,,,,
Euph,ToSpp,EupHet,Euphorbia,heterophylla,B01,cc,B01cc,41_100,_02,2-Mar-20,NA,,,,,,,,,,,,eup.het,,41,NE,VF,2020,3,2,,,,,,,
Aste,ToSpp,EmiFos,Emilia,fosbergii,B01,cc,B01cc,41_100,_03,2-Mar-20,NA,,,,,,,,,,,,emi.fos,,41,NE,VF,2020,3,2,,,,,,,
Myrs,ToSpp,LysArv,Lysimachia,arvensis,B01,cc,B01cc,41_100,_04,2-Mar-20,NA,,,,,,,,,,,,ana.arv,,41,NE,VF,2020,3,2,,,,,,,
Aste,ToSpp,ParHys,Parthenium,hysterophorus,B01,cc,B01cc,41_100,_05,2-Mar-20,NA,,,,,,,,,,,,par.hys,,41,NE,VF,2020,3,2,,,,,,,
Papa,ToSpp,ArgMex,Argemone,mexicana,B01,cc,B01cc,41_100,_06,2-Mar-20,NA,,,,,,,,,,,,arg.mex,,41,NE,VF,2020,3,2,,,,,,,
Aste,ToSpp,SonAsp,Sonchus,asper,B01,cc,B01cc,41_100,_07,2-Mar-20,NA,,,,,,,,,,,,NA,,41,NE,VF,2020,3,2,,,,,,,
Faba,ToSpp,CroJun,Crotalaria,juncea,B01,cc,B01cc,41_100,_08,2-Mar-20,NA,,,,,,,,,,,,cro.jun,,41,NE,VF,2020,3,2,,,,,,,
Faba,ToSpp,MucPru,Mucuna,pruriens,B01,cc,B01cc,41_100,_09,2-Mar-20,NA,,,,,,,,,,,,muc.pru,,41,NE,VF,2020,3,2,,,,,,,
Euph,ToSpp,AcaAlo,Acalypha,alopecuroidea,B01,cc,B01cc,41_100,_10,2-Mar-20,NA,,,,,,,,,,,,aca.alo,,41,NE,VF,2020,3,2,,,,,,,
Malv,ToSpp,SidUlm,Sida,ulmifolia,B01,cc,B01cc,41_100,_11,2-Mar-20,NA,,,,,,,,,,,,sid.ulm,,41,NE,VF,2020,3,2,,,,,,,
Aste,ToSpp,SonOle,Sonchus,oleraceus,B01,cc,B01cc,41_100,_12,2-Mar-20,NA,,,,,,,,,,,,NA,,41,NE,VF,2020,3,2,,,,,,,
Faba,ToSpp,MedLup,Medicago,lupulina,B04,cc,B04cc,31.1.1,_01,4-Mar-20,30,5,25,<1,7,<1,0,0,0,0,0,9,med.lup,,31,SW,FO,2020,3,4,,,,,,,
Faba,ToSpp,DesTor,Desmodium,tortuosum,B04,cc,B04cc,31.1.1,_02,4-Mar-20,5,,,,,,,,,,,,des.tor,,31,SW,FO,2020,3,4,,,,,,,
Myrs,ToSpp,LysArv,Lysimachia,arvensis,B04,cc,B04cc,31.1.1,_03,4-Mar-20,2,,,,,,,,,,,,ana.arv,,31,SW,FO,2020,3,4,,,,,,,
Aste,ToSpp,BidAlb,Bidens,alba,B04,cc,B04cc,31.1.1,_04,4-Mar-20,7,,,,,,,,,,,,bid.alb,,31,SW,FO,2020,3,4,,,,,,,
Aste,ToSpp,ParHys,Parthenium,hysterophorus,B04,cc,B04cc,31.1.1,_05,4-Mar-20,1,,,,,,,,,,,,pat.hys,,31,SW,FO,2020,3,4,,,,,,,
Phyl,ToSpp,PhyAma,Phyllanthus ,amarus,B04,cc,B04cc,31.1.1,_06,4-Mar-20,2,,,,,,,,,,,,phy.ama,,31,SW,FO,2020,3,4,,,,,,,
Oxal,ToSpp,OxaLat,Oxalis,latifolia,B04,cc,B04cc,31.1.1,_07,4-Mar-20,<1,,,,,,,,,,,,oxa.lat,,31,SW,FO,2020,3,4,,,,,,,
Euph,ToSpp,EupHet,Euphorbia,heterophylla,B04,cc,B04cc,31.1.1,_08,4-Mar-20,<1,,,,,,,,,,,,eup.het,,31,SW,FO,2020,3,4,,,,,,,
Euph,ToSpp,ChaHys,Chamaesyce,hyssopifolia,B04,cc,B04cc,31.1.1,_09,4-Mar-20,<1,,,,,,,,,,,,cha.hys,,31,SW,FO,2020,3,4,,,,,,,
Poac,ToSpp,CenEch,Cenchrus,echinatus,B04,cc,B04cc,31.1.1,_10,4-Mar-20,2,,,,,,,,,,,,cen.ech,,31,SW,FO,2020,3,4,,,,,,,
Poac,ToSpp,PasFim,Paspalum,fimbriatum,B04,cc,B04cc,31.1.1,_11,4-Mar-20,<1,,,,,,,,,,,,pas.fim,,31,SW,FO,2020,3,4,,,,,,,
Onag,ToSpp,OenLac,Oenothera,laciniata,B04,cc,B04cc,31.1.1,_12,4-Mar-20,<1,,,,,,,,,,,,oen.lac,,31,SW,FO,2020,3,4,,,,,,,
Poac,ToSpp,DigCil,Digitara,ciliaris,B04,cc,B04cc,31.1.1,_13,4-Mar-20,<1,,,,,,,,,,,,dig.cil,,31,SW,FO,2020,3,4,,,,,,,
Poac,ToSpp,ChlRad,chloris,radiata,B04,cc,B04cc,31.1.1,_14,4-Mar-20,<1,,,,,,,,,,,,chl.rad,,31,SW,FO,2020,3,4,,,,,,,
Aste,ToSpp,PecPro,Pectis,prostrata,B04,cc,B04cc,31.1.1,_15,4-Mar-20,<1,,,,,,,,,,,,pec.pro,,31,SW,FO,2020,3,4,,,,,,,
Cype,Genus,CypSp.,Cyperus,sp.,B04,cc,B04cc,31.1.1,_16,4-Mar-20,<1,,,,,,,,,,,,cyp.sp,,31,SW,FO,2020,3,4,,,,,,,
Poac,Genus,EraSp.,Eragrostis,sp.,B04,cc,B04cc,31.1.1,_17,4-Mar-20,<1,,,,,,,,,,,,era.sp,,31,SW,FO,2020,3,4,,,,,,,
Hydr,ToSpp,NamJam,Nama,jamaicensis,B04,cc,B04cc,31.1.1,_18,4-Mar-20,<1,,,,,,,,,,,,nam.jam,,31,SW,FO,2020,3,4,,,,,,,
Euph,gSbGn,ChaHi/Op,Chamaesyce,sp.(hir/opt),B04,cc,B04cc,31.1.1,_19,4-Mar-20,<1,,,,,,,,,,,,cham.hir/opt,,31,SW,FO,2020,3,4,,,,,,,
Poac,ToSpp,SorBic,Sorghum,bicolor,B04,cc,B04cc,31.1.10,_01,4-Mar-20,NA,,,,,,,,,,,,sor.bic,,31,SW,FO,2020,3,4,,,,,,,
Faba,ToSpp,MucPru,Mucuna,pruriens,B04,cc,B04cc,31.1.10,_02,4-Mar-20,NA,,,,,,,,,,,,muc.pru,,31,SW,FO,2020,3,4,,,,,,,
Bras,ToSpp,LepVir,Lepidium,virginicum,B04,cc,B04cc,31.1.10,_03,4-Mar-20,NA,,,,,,,,,,,,lepi.vir,,31,SW,FO,2020,3,4,,,,,,,
Nyct,ToSpp,BoeEre,Boerhavia,erecta,B04,cc,B04cc,31.1.10,_04,4-Mar-20,NA,,,,,,,,,,,,boe.ere,,31,SW,FO,2020,3,4,,,,,,,
Euph,ToSpp,ChaHir,Chamaesyce,hirta,B04,cc,B04cc,31.1.10,_05,4-Mar-20,NA,,,,,,,,,,,,cham.hir,,31,SW,FO,2020,3,4,,,,,,,
Aste,Genus,SonSp.,Sonchus,sp.,B04,cc,B04cc,31.1.10,_06,4-Mar-20,NA,,,,,,,,,,,,son.sp,,31,SW,FO,2020,3,4,,,,,,,
Faba,ToSpp,MedLup,Medicago,lupulina,B04,cc,B04cc,31.4.1,_01,4-Mar-20,30,4,30,1,30,<1,0,0,0,0,0,10,med.lup,,31,SW,FO,2020,3,4,,,,,,,
Aste,ToSpp,ParHys,Parthenium,hysterophorus,B04,cc,B04cc,31.4.1,_02,4-Mar-20,5,,,,,,,,,,,,par.hys,,31,SW,FO,2020,3,4,,,,,,,
Aste,ToSpp,BidAlb,Bidens,alba,B04,cc,B04cc,31.4.1,_03,4-Mar-20,5,,,,,,,,,,,,bid.alb,,31,SW,FO,2020,3,4,,,,,,,
Oxal,ToSpp,OxaLat,Oxalis,latifolia,B04,cc,B04cc,31.4.1,_04,4-Mar-20,2,,,,,,,,,,,,oxa.lat,,31,SW,FO,2020,3,4,,,,,,,
Cype,Genus,CypSp.,Cyperus,sp.,B04,cc,B04cc,31.4.1,_05,4-Mar-20,<1,,,,,,,,,,,,cyp.sp,,31,SW,FO,2020,3,4,,,,,,,
Poac,ToSpp,CenEch,Cenchrus,echinatus,B04,cc,B04cc,31.4.1,_06,4-Mar-20,1,,,,,,,,,,,,cen.ech,,31,SW,FO,2020,3,4,,,,,,,
Euph,ToSpp,EupHet,euphorbia,heterophylla,B04,cc,B04cc,31.4.1,_07,4-Mar-20,<1,,,,,,,,,,,,eph.het,,31,SW,FO,2020,3,4,,,,,,,
Bras,ToSpp,LepVir,Lepidium,virginicum,B04,cc,B04cc,31.4.10,_01,4-Mar-20,NA,,,,,,,,,,,,lep.vir,,31,SW,FO,2020,3,4,,,,,,,
Aste,ToSpp,TriPro,Tridax,procumbens,B04,cc,B04cc,31.4.10,_02,4-Mar-20,NA,,,,,,,,,,,,tir.pro,,31,SW,FO,2020,3,4,,,,,,,
Euph,gSbGn,ChaHi/Op,Chamaesyce,sp.(hir/opt),B04,cc,B04cc,31.4.10,_03,4-Mar-20,NA,,,,,,,,,,,,cham.hir/opt,,31,SW,FO,2020,3,4,,,,,,,
Poac,ToSpp,SorBic,Sorghum,bicolor,B04,cc,B04cc,31.4.10,_04,4-Mar-20,NA,,,,,,,,,,,,sor.bic,,31,SW,FO,2020,3,4,,,,,,,
Poac,ToSpp,DigCil,Digitara,ciliaris,B04,cc,B04cc,31.4.10,_05,4-Mar-20,NA,,,,,,,,,,,,dig.cil,,31,SW,FO,2020,3,4,,,,,,,
Euph,ToSpp,EupHet,Euphorbia,heterophylla,B04,cc,B04cc,31.4.10,_06,4-Mar-20,NA,,,,,,,,,,,,eup.het,,31,SW,FO,2020,3,4,,,,,,,
Faba,ToSpp,MucPru,Mucuna,pruriens,B04,cc,B04cc,31.4.10,_07,4-Mar-20,NA,,,,,,,,,,,,muc.pru,,31,SW,FO,2020,3,4,,,,,,,
Poac,ToSpp,PasFim,Paspalum,fimbriatum,B04,cc,B04cc,31_100,_01,4-Mar-20,NA,,,,,,,,,,,,NA,,31,SW,FO,2020,3,4,,,,,,,
Poac,ToSpp,CenEch,Cenchrus,echinatus,B04,cc,B04cc,31_100,_02,4-Mar-20,NA,,,,,,,,,,,,NA, ,31,SW,FO,2020,3,4,,,,,,,
Myrs,ToSpp,LysArv,Lysimachia,arvensis,B04,cc,B04cc,31_100,_03,4-Mar-20,NA,,,,,,,,,,,,NA,,31,SW,FO,2020,3,4,,,,,,,
Papa,ToSpp,ArgMex,argemone,mexicana,B04,cc,B04cc,31_100,_04,4-Mar-20,NA,,,,,,,,,,,,arg.mex,,31,SW,FO,2020,3,4,,,,,,,
Poac,ToSpp,ChlRad,Chloris,radiata,B04,cc,B04cc,31_100,_05,4-Mar-20,NA,,,,,,,,,,,,NA,,31,SW,FO,2020,3,4,,,,,,,
Nyct,ToSpp,BoeEre,Boerhavia,erecta,B04,cc,B04cc,31_100,_06,4-Mar-20,NA,,,,,,,,,,,,NA,,31,SW,FO,2020,3,4,,,,,,,
Aste,Genus,SonSp.,Sonchus,sp.,B04,cc,B04cc,31_100,_07,4-Mar-20,NA,,,,,,,,,,,,NA,,31,SW,FO,2020,3,4,,,,,,,
Faba,ToSpp,DesTor,Desmodium,tortuosum,B04,cc,B04cc,31_100,_08,4-Mar-20,NA, ,,,,,,,,,,,des.tor,,31,SW,FO,2020,3,4,,,,,,,
Euph,ToSpp,ChaHys,Chamaesyce,hyssopifolia,B04,cc,B04cc,31_100,_09,4-Mar-20,NA,,,,,,,,,,,,cha.hys,,31,SW,FO,2020,3,4,,,,,,,
Faba,ToSpp,MedLup,Medicago,lupulina,B04,cc,B04cc,32.2.1,_01,4-Mar-20,30,20,35,<1,3,<1,0,0,0,0,0,11,med.lup,,32,SE,FO,2020,3,4,,,,,,,
Aste,ToSpp,BidAlb,Bidens,alba,B04,cc,B04cc,32.2.1,_02,4-Mar-20,3,,,,,,,,,,,,bid.alb,,32,SE,FO,2020,3,4,,,,,,,
Oxal,ToSpp,OxaLat,Oxalis,latifolia,B04,cc,B04cc,32.2.1,_03,4-Mar-20,1,,,,,,,,,,,,oxa.lat,,32,SE,FO,2020,3,4,,,,,,,
Euph,ToSpp,EupHet,Euphorbia,heterophylla,B04,cc,B04cc,32.2.1,_04,4-Mar-20,<1,,,,,,,,,,,,eup.het,,32,SE,FO,2020,3,4,,,,,,,
Cype,Genus,CypSp.,Cyperus,sp.,B04,cc,B04cc,32.2.1,_05,4-Mar-20,<1,,,,,,,,,,,,cyp.sp,,32,SE,FO,2020,3,4,,,,,,,
Aste,ToSpp,ParHys,Parthenium,hysterophorus,B04,cc,B04cc,32.2.1,_06,4-Mar-20,<1,,,,,,,,,,,,par.hys,,32,SE,FO,2020,3,4,,,,,,,
Euph,ToSpp,ChaHys,Chamaesyce,hyssopifolia,B04,cc,B04cc,32.2.1,_07,4-Mar-20,<1,,,,,,,,,,,,cha.hys,,32,SE,FO,2020,3,4,,,,,,,
Euph,Genus,ChaSp.,Chamaesyce,sp.,B04,cc,B04cc,32.2.1,_08,4-Mar-20,<1,,,,,,,,,,,,cha.sp,,32,SE,FO,2020,3,4,,,,,,,
Faba,ToSpp,AesAme,Aeschynomene,americana,B04,cc,B04cc,32.2.1,_09,4-Mar-20,<1,,,,,,,,,,,,aes.ame,,32,SE,FO,2020,3,4,,,,,,,
Poac,ToSpp,PasFim,Paspalum,fimbriatum,B04,cc,B04cc,32.2.10,_01,4-Mar-20,NA,,,,,,,,,,,,pas.fim,,32,SE,FO,2020,3,4,,,,,,,
Poac,ToSpp,SorBic,Sorghum,bicolor,B04,cc,B04cc,32.2.10,_02,4-Mar-20,NA,,,,,,,,,,,,sor.bic,,32,SE,FO,2020,3,4,,,,,,,
Faba,ToSpp,DesTor,Desmodium,tortuosum,B04,cc,B04cc,32.2.10,_03,4-Mar-20,NA,,,,,,,,,,,,des.tor,,32,SE,FO,2020,3,4,,,,,,,
Poac,ToSpp,CenEch,Cenchrus,echinatus,B04,cc,B04cc,32.2.10,_04,4-Mar-20,NA,,,,,,,,,,,,cen.ech,,32,SE,FO,2020,3,4,,,,,,,
Myrs,ToSpp,LysArv,Lysimachia,arvensis,B04,cc,B04cc,32.2.10,_05,4-Mar-20,NA,,,,,,,,,,,,ana.arv,,32,SE,FO,2020,3,4,,,,,,,
Poac,Fam,NA,Poac(UnkSp.),NA,B04,cc,B04cc,32.2.10,_06,4-Mar-20,NA,,,,,,,,,,,,poac.sp ,,32,SE,FO,2020,3,4,,,,,,,
Faba,ToSpp,MedLup,Medicago,lupulina,B04,cc,B04cc,32.4.1,_01,4-Mar-20,25,3,30,<1,7,<1,0,0,0,<1,0,12,med.lup,,32,SE,FO,2020,3,4,,,,,,,
